Pos
PF
SF
PF
C
PG
SF
PF
SF
PF
SF
PG
PG
SG
PG
PG
SF
PF
PG
PF
SG
SG
PF
SF
C
SF
C
PG
C
SF
PG
SG
SG
PF
SF
SG
C
SG
SF
PG
C
SG
PF
C
SF
SG
PF
PF
C
PF
C
PG
PF
PF
PF
PG
PG
SF
SF
C
PG
PF
SG
SG
PG
PF
SF
SG
PF
C
SG
PG
SG
PF
SG
PG
C
PF
PG
SF
PF
C
PG
SG
SG
PF
C
C
C
C
C
PF
SG
PF
SG
PG
SG
PG
PF
C
PF
SG
SF
SF
SG
PF
C
SF
C
SG
PF
SG
SF
PG
C
PG
SG
PF
PF
PG
PF
C
SG
C
SG
C
SG
PG
PG
PG
PF
SG
PG
PG
PF
SF
SF
SG
PF
PG
PG
PG
PG
SG
C
SF
C
PG
PF
SG
SG
SF
C
SF
PG
SF
PG
PG
SG
SG
SF
SG
SF
C
SF
SF
C
PF
PF
C
PF
PG
SG
C
SG
C
SG
SF
SF
PF
SF
PG
PF
SF
C
C
SF
PF
SG
SG
PG
PG
PF
SF
C
PG
SF
SF
PG
PF
PF
SG
PG
PG
C
SG
PF
C
PG
SF
PF
PG
SG
SF
SF
SF
PG
SF
PG
C
C
SG
PF
PG
PF
SG
SG
SF
SG
PG
PG
C
C
C
PG
C
SF
C
SF
C
SG
PF
PG
PF
C
SF
C
SG
SF
PF
PF
PF
SF
C
SG
SF
C
PG
SG
PG
SG
PF
PG
SF
PG
C
PG
PF
PF
SF
SF
PF
PG
SF
C
PF
SF
PF
PF
PF
SF
SG
SF
SG
PF
C
C
SF
SG
C
PG
SF
SG
SG
SG
SF
PF
PG
SG
SF
SF
PF
PG
SG
SF
SF
SF
PG
SF
PF
C
PF
C
SG
SF
PF
SG
SG
SG
PG
PF
SF
SF
PF
PF
SG
PF
PG
SF
PG
PF
C
PG
PG
PF
PG
SF
C
C
PF
C
PF
PF
SF
PG
SF
C
PF
C
SG
SF
PG
SF
PF
PF
PF
SG
SF
PG
SF
C
C
PF
SF
C
SG
SF
SG
PF
C
PG
SG
SG
C
SF
C
PF
PG
SG
SG
PG
PF
PG
PF
PG
SG
C
SF
PG
SF
SG
SG
C
SG
SG
C
SG
C
C
SG
SG
C
PG
SF
SF
C
SG
C
C
SG
C
C
PG
PG
C
SG
PG
C
SG
SG
SG
SG
SG
C
PG
SG
SG
SF
C
PG
SG
SF
PF
PF
SG
SF
SF
SF
C
PF
SF
SG
PF
PF
SF
PF
PG
PF
SG
PF
SF
PF
PF
PF
SG
C
SF
C
C
PG
PG
PF
SG
PG
SG
SF
SF
PG
SF
C
C
PF
C
SG
SG
C
PF
PG
SF
PG
C
SG
SF
SF
SF
C
PF
PG
SF
C
SG
SF
PG
SG
C
C
PF
SF
SG
PF
C
SG
PF
PG
SG
PG
SF
PF
PG
PG
SG
SF
PG
C
SF
PG
PG
SF
C
PF
C
SF
PG
PF
SG
SF
PG
PG
SG
SF
C
PF
C
PG
SF
PG
PG
SG
PG
C
PF
PG
PG
SG
SF
SG
PG
PF
SG
SG
C
SG
PG
SG
PF
PF
PG
PF
C
SG
PF
PG
SF
C
PG
SF
C
PG
PG
PG
PG
C
PF
SF
PF
PF
C
SG
PG
SG
SG
PF
C
PF
PG
SG
PG
SF
PF
PG
PG
C
SG
PF
PF
C
PG
SG
SG
C
PF
C
PG
C
SG
PG
PF
SG
PF
SG
SG
SF
PG
C
SF
PF
PF
SG
PF
PF
SG
C
C
SF
C
PG
SF
PG
PG
SG
SG
C
SG
PF
PF
SG
PG
SF
SG
PG
PF
C
C
C
SG
PG
SF
PF
PF
C
PF
SG
PF
SG
SG
SF
PF
SF
PF
SF
SG
PG
SG
SG
PG
PG
SG
PF
SG
C
PF
C
PF
PF
C
PG
SF
PG
PG
PG
SG
PG
PF
SG
SF
PG
PG
SG
SG
C
PF
C
PG
PG
C
PG
SF
SG
PG
PG
PG
PF
SF
PG
PF
PG
SG
PG
SF
PG
PF
C
PG
SG
SF
PF
C
SG
PF
PF
SG
PF
SF
SG
C
C
C
SG
SG
C
C
PG
PG
PF
SG
PG
SG
C
SG
PF
SG
SG
SG
PF
C
SG
SG
C
SF
SG
SF
SF
SG
SF
C
SF
SG
PF
PF
SG
PG
PG
C
SF
C
PF
SF
PF
SF
SG
PF
SG
C
PG
SG
C
PF
SG
C
SG
SG
SF
PF
PF
PG
PG
PF
PF
PF
PG
SF
C
PG
PF
SG
SG
PF
SF
C
SF
PF
PG
PG
SG
PG
SF
PF
PF
PF
PG
SF
C
PF
C
SG
C
SG
C
PF
C
PG
SF
PF
SF
C
SF
PG
PG
PF
PG
C
SG
C
C
PF
PF
PG
SG
SG
SG
PG
SF
PG
PG
PF
SG
C
PG
SG
PF
PF
PF
SG
PG
PG
PG
SG
SF
PF
PG
PG
SG
PG
SG
SG
SG
PG
C
C
PG
PG
PF
PF
PG
PF
C
SG
C
C
SG
PF
PG
C
SG
SG
SG
C
SF
SF
PG
SG
C
PG
PG
SG
SG
C
C
PG
PF
PG
SG
PG
C
PF
SG
PG
C
PG
PG
SG
C
SG
PG
C
SF
PG
PG
SF
C
PG
SF
SF
PF
SG
C
SF
SG
PG
PF
SF
PG
SG
SF
SF
C
SG
SF
SG
PF
C
C
C
PG
SF
PF
C
PG
PF
C
PF
SF
C
C
PG
SG
PF
C
C
PF
PF
C
PF
SG
PG
PG
SG
C
PG
C
PG
SF
SF
PF
PG
C
SF
PG
SF
SG
PG
PF
SG
PF
PG
SF
PG
C
SG
PG
SG
SF
C
C
PF
PF
SF
SG
C
SF
SG
SF
C
PG
C
SF
C
PF
PG
SF
PF
PF
SG
SF
PG
SG
SG
SG
SG
SG
C
SG
PF
SF
SG
C
SF
C
SF
SF
SG
PF
SF
C
PG
SG
C
PG
PF
SF
C
C
C
SF
PG
PF
PG
C
PG
PF
PF
PF
PG
C
SF
PF
PF
SF
PF
SG
PF
PG
C
SG
PG
C
PG
PG
C
SF
C
PG
SG
SG
SG
SF
SF
C
PG
PF
SG
SG
PF
PF
PF
SF
PG
PG
SG
C
SF
C
PF
SF
PG
SG
PG
SF
C
PF
SG
SG
SG
PG
SG
SG
C
SG
PF
PF
PG
SG
SF
SG
SF
PF
C
PG
PG
PG
PF
PG
PF
PF
C
PG
PF
PF
PF
PG
PF
PG
SF
PF
SG
C
PF
PF
SF
SF
SF
SF
C
PF
SG
PF
PF
C
C
SF
PF
PF
C
SF
C
PF
SG
PG
SG
PG
PG
PF
C
SF
SF
C
SG
C
PF
PG
SF
SF
PG
PG
C
PG
C
PF
C
C
PG
C
PG
SG
SF
PF
PG
PF
PG
SG
C
PF
SG
C
C
PG
SF
PF
SF
PG
PF
SF
PG
PF
SG
PG
SF
PG
C
PG
PF
PF
C
PG
SG
PF
SF
PG
SG
PG
PG
PG
PF
C
SF
SF
C
C
PG
PF
SF
PG
PF
C
C
PG
SF
SF
C
SF
SG
SG
SG
SG
C
PG
SF
SG
SG
C
C
PF
C
SG
SF
PF
PF
C
PG
PG
SG
SF
PG
C
C
SF
C
SF
PG
SF
PG
PF
SF
PF
PF
PG
SF
SG
SF
PG
PF
PG
SG
C
SF
C
C
C
SF
SF
PG
SF
PG
PF
SF
C
SG
PG
PG
PG
SG
PF
SF
SF
SG
PF
PG
PG
C
SF
PG
SF
SG
SG
PF
SF
PG
SG
SF
SG
C
C
PF
PG
C
SG
SG
SF
SF
SG
SG
PF
SF
SG
SF
SF
PF
PG
PG
SG
SF
SG
SG
PG
PG
PF
PF
PF
SG
C
SG
PF
PF
PG
PF
SF
SG
PG
SG
PG
SF
SG
PF
C
PG
PG
SF
C
SG
SF
SG
PF
PF
SG
PG
SG
SG
C
SG
SF
SG
PG
C
PG
SF
C
SG
SF
SG
SF
PF
PG
PG
SF
SG
C
PG
SF
PG
SG
PF
C
PF
C
C
PG
PG
SG
C
SG
SF
C
SG
SG
SG
SF
SG
SF
PF
SF
SF
PG
PG
PF
PG
PF
SG
SF
PG
SF
PF
C
SG
PG
PF
C
PF
SF
C
PG
SF
PG
SF
SF
SF
C
PG
SF
SG
PF
C
PF
C
PF
SF
PG
PF
C
PG
SF
SG
PF
PF
C
PF
SF
C
C
SG
SG
SF
PG
PG
SF
SF
PG
C
SG
SF
SG
PG
PF
PF
C
PF
SF
PG
C
C
PF
PF
SG
SG
C
PF
SF
PG
PG
PG
SG
PG
C
SF
SF
SG
PG
PF
PG
SF
PF
SF
PG
SF
SF
PF
PG
PF
SF
PG
SF
PG
SG
PG
PF
PF
SF
SF
PF
PF
PF
SF
PF
SF
C
PG
PF
SG
C
PG
SF
PF
C
PF
C
SF
PG
C
PG
PG
PF
PG
PG
SG
PG
PF
SG
PF
SF
PF
PG
PG
PG
PF
PG
SF
C
PG
SF
C
SF
PG
PG
C
C
PF
PF
PF
SG
PG
PF
PF
SG
SG
PF
SG
SG
PF
SF
SG
SF
PG
PF
PG
PF
SG
PG
C
PF
PG
PF
PF
C
SG
SG
PF
C
PF
SG
SF
PF
C
SG
PF
SF
PG
PF
PF
PF
PF
PF
SG
C
SG
PG
PF
SF
PG
PG
C
PF
PG
C
PG
SG
SG
C
PF
PF
PG
C
SF
PG
PF
SG
SF
PG
SF
C
C
PG
PG
SF
C
PF
PF
SG
C
SF
SF
SF
PG
PF
SF
PF
PF
SF
SG
SG
PF
SF
SG
SG
C
C
SF
PG
C
SG
PF
C
PG
PF
PF
SG
SF
SF
SF
PG
SF
C
SF
SF
C
PG
SG
SG
SF
SG
PF
C
SG
SF
PF
PF
SG
PF
SF
SF
SG
SG
SG
SG
SF
SG
SF
PF
PG
PG
SF
PF
SG
C
PG
SF
PG
C
PF
SG
C
PG
SF
SG
SG
PG
PF
SG
PG
SG
SG
SF
C
PF
C
SF
SG
C
PF
PG
PG
PF
PF
PF
SG
PG
SG
SG
PG
SG
C
PG
C
PG
C
PF
PF
C
SF
SG
SF
C
SG
SG
PG
PF
C
SG
PG
SG
SG
PG
PG
PF
C
PG
SG
SG
PF
SF
SG
SG
SF
SF
PG
SG
PF
PG
SG
C
PF
PF
PF
SG
PF
SG
PF
SG
PG
SF
PG
SG
C
PF
SG
PG
SF
PG
SG
C
SF
C
SF
PF
PG
SG
PF
C
SF
PG
PF
PF
PF
C
PG
SG
PG
SF
SG
PG
SF
SF
SF
PG
C
SF
PG
C
SG
PF
C
PG
PG
SG
C
PF
SF
PF
PG
C
SG
SG
SF
C
SF
SF
SF
SF
SG
SF
SF
SG
C
C
SF
PF
SF
C
PF
C
SG
PG
PF
PG
SG
PG
SF
C
C
PG
SG
C
PF
PG
PG
PG
SF
PG
C
PG
C
PF
PF
SF
PF
SF
SG
PG
PG
SF
C
SG
PG
PF
C
PG
SG
C
SG
C
SF
SF
PG
PF
SG
PF
SG
C
SG
PG
PG
PG
PG
SG
C
SG
SF
C
C
PG
SF
PF
C
SG
SF
C
C
PG
C
SG
PG
C
SF
C
SF
PF
C
PF
PG
SG
PG
PF
PF
C
SF
PG
C
SG
SG
SF
SG
PG
SF
PF
SF
C
PF
PF
PF
SF
C
SG
PF
PF
PG
PF
C
PG
C
SF
SG
C
SF
SG
C
PF
SF
SF
SG
SG
SF
C
PG
SG
SG
SG
PF
PF
SG
PG
SG
C
C
C
SF
PF
PG
SF
C
SG
SG
SF
PG
SF
SF
SF
C
SF
PF
SG
SF
SG
C
SF
C
PG
C
PG
SG
PF
SF
PF
SF
PF
PF
PF
PG
PG
SG
SF
PG
SG
SF
C
SF
C
SG
C
PG
PG
SF
PG
SG
C
PG
PG
PF
C
C
SG
PF
SF
PG
SF
SF
C
SG
SG
PF
SF
PF
SF
SG
SG
SG
PF
PF
PF
PF
PG
SG
PG
SF
SG
PG
SG
SF
PG
C
SF
SF
C
PF
SF
SF
C
SG
SG
SG
PF
PF
SF
SG
SF
C
PG
SG
PF
C
C
SF
SG
PF
SG
SG
PF
C
PG
SG
PF
SF
SG
PG
SG
SF
C
PG
PF
C
PG
PG
SG
C
SF
PF
PF
C
SG
SG
SG
PF
SG
PF
PG
PG
PF
PG
PG
SG
PF
SG
SF
PG
SG
SF
PF
SF
PF
C
PG
PF
SF
PF
PF
SF
SG
SG
SG
PF
PF
PF
PG
PG
SF
PG
PF
PF
SG
C
PG
SF
PG
PF
SF
PF
PF
SG
C
SG
C
SF
PG
SG
PF
SF
PG
SF
SF
SF
PG
PF
SG
PG
PG
C
PG
SG
PG
SF
PF
SF
PF
PG
C
SF
PG
PG
PF
PF
SF
C
SG
SG
SF
SG
SG
PF
PF
SG
SF
PG
PG
PF
PG
SF
C
SG
PF
PF
PG
SF
PG
PF
SF
PF
SG
PG
C
SG
SG
PF
SG
PF
PF
PG
SF
PF
SG
SF
SG
C
SG
SG
PG
PG
PF
C
PG
PG
SF
SF
PF
C
SF
SG
PG
PF
C
SF
SG
SG
SG
SF
PF
SG
SF
PF
PF
PF
SF
C
SG
C
PF
SG
SG
SF
PG
C
SG
SG
SF
SG
PG
PG
PG
PG
PF
SG
SF
PF
PF
PG
SG
PF
PG
SF
PG
PF
SG
C
C
C
PG
PG
PG
SG
C
PF
SF
PG
PG
SF
C
C
C
PF
C
C
C
PG
PF
SG
C
PG
C
SF
SF
SG
SG
SG
SF
SF
SF
C
PG
SF
PG
SF
C
SF
SF
PG
C
C
C
PF
SF
PG
SF
PG
C
PG
C
SF
SF
SG
SG
PF
PF
PF
C
PG
SF
SF
C
PF
PF
C
PF
SF
SF
PF
PF
PF
C
PG
PF
PG
SF
C
SF
PF
SG
PF
PG
PG
C
SF
SG
PG
SF
PG
SG
SF
SG
PG
C
PF
PG
PF
PF
SF
SF
SG
SG
PG
SF
C
SF
SF
C
SG
C
SF
PG
C
SF
PF
C
PF
C
PF
SF
SF
SG
SF
PG
C
PF
PF
PF
PF
C
SF
PF
SG
PF
C
PG
SF
PG
SF
SF
SG
SG
PG
C
PG
SG
PG
SF
PF
SG
SG
PF
SF
SF
SF
PG
SG
SG
C
PG
PG
C
PG
SF
SF
SG
SF
PF
C
PF
SF
PG
SF
SF
SG
C
SG
PF
PG
C
SF
PG
C
C
PF
PG
PG
SF
SG
SG
PF
SF
PF
PG
C
PF
SF
PF
SG
PF
PF
SG
PG
SG
PG
C
C
PG
SG
SG
PG
PF
C
C
SG
SG
SF
SG
PG
PG
PG
C
PF
PG
PF
SF
SG
C
C
C
PG
PF
PG
SF
SF
SG
SG
PG
PF
C
C
PG
PF
SG
C
SF
C
C
C
C
SF
PG
C
SG
SF
C
PF
SG
PG
C
SG
SF
C
C
SG
SG
PF
PG
PG
PG
PG
PG
PG
PF
PG
PG
C
SG
PF
SG
PF
C
PG
C
SG
PF
C
PG
SF
SG
PG
C
C
PG
PG
PF
PG
C
PF
SF
PG
SF
PG
SF
C
SG
PF
PG
SG
C
PF
PF
PF
SG
SF
SG
PF
PG
PF
PF
SF
PG
C
C
SG
SF
SF
SG
C
PG
SG
PF
SG
SF
PF
SF
SG
PG
PF
PG
PG
PG
C
PG
SG
C
PG
SF
PF
SF
C
PG
SF
C
SG
PG
SG
SF
PF
C
SF
PF
PG
PG
PG
C
PG
SG
SG
C
PF
SG
C
PF
C
SF
PF
PF
C
SF
SF
C
SF
SG
PF
SF
SG
PG
SF
SG
SF
C
PF
C
C
PF
SF
SF
SG
SF
PG
PG
C
SF
PF
SG
SF
SF
C
SG
C
PG
PF
SG
PG
PF
PF
SF
PF
PG
PG
PF
PG
SF
PG
SG
C
SG
C
SF
PF
PF
SG
SG
SF
SG
PG
C
PG
SF
SF
PG
SF
SF
PF
PG
SG
PG
SF
PG
SF
SG
C
PG
SG
SG
C
SF
SG
C
SG
SF
SG
PF
PF
PG
PG
C
PG
SF
SG
C
SF
C
PG
C
PF
PG
C
PG
C
SF
SF
C
SF
SG
SG
SG
PF
PG
SG
PG
SF
PG
PF
PF
PG
PG
C
SG
SF
PF
PF
SF
PF
PG
SF
SF
PF
SG
SG
PG
C
SG
PG
PG
SG
C
SG
SF
PG
SF
C
C
SF
C
SG
SF
SF
PF
SG
SG
C
PG
PF
PF
SF
SG
PF
C
PF
SG
PF
PG
PF
SF
SG
PG
PG
C
PF
PG
SG
SF
SG
C
SG
SF
C
PG
SF
C
SF
SF
SG
SF
C
PF
PG
PF
C
SG
SG
SG
PF
SG
SF
SG
PG
PG
SG
SG
SF
C
C
PF
PF
SG
PF
PG
SG
PG
PG
C
PG
SG
SG
PF
SG
PF
SG
PG
SG
SF
PG
C
SF
SG
PG
C
SG
SG
C
C
PF
SG
PG
C
PG
PF
C
PF
SG
C
PG
C
SG
PG
C
SG
PG
PF
C
PF
PF
SF
PF
SG
PF
SF
SG
PF
C
PF
PF
PG
C
PF
PG
PG
SF
SF
C
SG
SF
SF
SG
C
PF
SG
SG
SG
PF
SF
SF
C
SG
SF
PF
PF
C
SG
SG
SF
C
SF
PG
SG
PG
SF
C
PF
SF
C
SG
PG
SG
C
SF
PF
PF
SG
SF
PF
C
PF
C
PG
PF
SG
SF
SG
PG
SG
PG
SF
SG
C
PG
SG
C
PF
SG
PF
SF
SG
PF
SF
PG
SF
C
PG
PG
SF
PF
PG
C
PG
C
SG
SG
C
C
PG
SF
SG
PG
PG
SF
PG
PF
PG
SF
C
SF
SG
SF
SF
PF
PF
SG
C
SG
PG
PG
SF
C
C
SF
PG
C
C
C
SF
SG
PG
SF
PG
C
PF
C
PF
C
SG
SF
SG
SF
SF
SF
C
SF
PG
C
PG
PG
PG
SF
SG
PF
SG
PG
SG
C
SG
C
PF
SG
PG
SF
PG
SG
SG
PG
C
SG
SF
PF
PF
C
SF
PF
SG
PF
SF
PF
SG
C
PF
SG
SF
PG
SG
C
PF
PF
PG
SF
PG
SG
SG
SG
PG
PG
PF
PF
SG
PF
SF
SF
PF
PF
PF
SF
PG
SG
SG
SF
C
C
C
SG
SG
PG
PF
C
SG
PF
PG
SF
PG
PG
C
SG
SF
SG
PF
SF
SF
PF
SF
SG
PG
C
SF
C
SG
C
C
PG
PF
SF
SG
SG
SF
PG
SF
C
C
C
C
PG
PF
SG
SF
PF
PF
PF
C
C
PG
C
C
SG
SF
PG
SF
PG
C
PG
SG
SG
PF
PG
SF
C
SG
SG
SG
SF
PG
C
SF
SF
PF
SG
SF
PF
PG
PF
SF
PG
SF
PF
SG
SF
PG
C
SG
SF
SG
C
C
C
C
PG
SF
PG
C
SF
PF
SF
PF
C
C
C
PG
C
SF
SF
PG
PF
SG
PF
SF
C
PG
C
SF
SG
C
C
PF
SG
PG
SF
PF
C
PF
C
C
PF
PF
C
SG
SF
PG
SG
PG
C
C
C
PG
SF
SG
SG
PF
PF
PG
SF
SF
C
PG
PF
C
SF
SF
SG
C
C
SG
SG
PG
SF
PF
PG
PF
C
PF
SG
SG
C
PF
PF
SG
PF
SF
SG
PF
C
PF
C
SF
SG
PF
PF
SF
SG
SF
C
PF
SF
SG
SF
C
C
C
PG
PF
SF
SG
PF
SF
SG
PF
SF
C
SF
PG
C
C
SG
SG
PG
PG
PF
PG
PF
SF
PF
PG
SF
C
C
PF
SF
PG
PF
PG
PG
PF
PF
PG
SG
C
PG
PG
PG
SF
C
PG
C
SG
PF
C
PF
SG
C
PG
SG
C
PF
SF
PG
PG
PG
C
PF
SG
PG
SF
PF
SF
PG
SF
SF
PG
PG
SF
SG
SG
SF
C
SF
PG
C
PF
SF
PG
PG
C
C
SF
SF
C
SG
PG
PF
SF
PG
SG
PG
PF
PF
PG
C
SG
SG
SG
PG
PG
SG
SF
SG
PG
SG
SG
SG
SG
PG
C
SF
PG
SF
PG
C
PG
PG
SG
SG
PG
SF
PF
PG
SF
SG
SF
C
SF
PG
PG
C
PG
C
PG
C
SG
C
PF
PF
SF
PF
PF
PF
SG
PG
PF
PF
SF
C
PF
C
PF
PG
PG
SF
PF
SF
C
PG
PG
SF
C
C
SF
SG
PG
SG
PF
SF
C
PG
PF
SG
PF
PF
C
PG
C
C
C
C
SF
SF
PF
PF
SG
C
SF
PG
C
PG
SG
C
SG
PF
SF
PG
SF
C
C
PG
SF
SG
SF
PF
PG
C
PG
SF
SF
C
PF
PG
PF
PF
PF
PG
C
PF
SG
PG
PF
PG
PG
C
PF
C
C
PG
PG
SG
PF
PG
PF
PF
SF
SF
SG
C
SG
SF
PF
PG
SG
PG
SG
SF
SG
PG
PF
SF
SF
SG
SF
PG
PG
PG
C
SF
SG
PG
PF
C
SF
C
SF
C
PF
PG
PF
PG
SF
SG
PG
SG
SF
C
PF
C
PG
SF
PG
C
C
SG
PG
PF
SG
PF
C
SF
SF
C
SF
C
PF
C
C
SG
SG
PG
PG
PG
C
PF
SF
PF
SG
SG
SG
C
C
SF
SF
PF
SF
C
PF
SG
PF
PG
C
PF
PG
PG
PG
SG
C
SF
PF
PF
SG
C
C
SF
PG
SG
SF
SG
SF
SF
SG
SG
PG
SG
PF
C
SG
PG
SG
C
PG
PF
PG
C
PF
C
PF
SF
C
PF
C
PG
SG
PG
PG
PF
SF
SF
C
SF
SG
PF
PF
PG
SG
PG
PF
PF
SF
SG
PF
C
PG
SF
C
PG
SF
PG
PG
C
PG
C
PF
PF
PF
SG
PF
PG
C
C
SF
SG
SG
SF
PG
SF
SG
PF
PF
PF
SG
PF
SG
PG
C
PG
C
SF
PG
PG
PG
PG
PF
SF
PG
PF
C
PG
SF
PF
PG
C
SF
SG
PF
C
SG
PF
SG
SG
PF
PF
PG
PF
SF
PF
PG
PF
SF
SG
SF
SF
PF
SG
PG
PF
C
SF
PF
C
PG
SG
C
C
PF
SF
SF
PF
C
C
SF
SF
C
SG
SG
SG
C
SF
SG
PG
C
PG
PG
SG
PF
C
SF
PG
C
SF
SF
C
SG
SF
PF
PG
PG
PF
PF
C
SF
PF
SG
SG
SG
SG
PF
PG
C
SF
SF
PF
SG
PF
C
SF
PF
PF
PF
SF
C
SG
PG
C
PG
SG
PG
SF
PF
C
PF
PG
C
SF
PG
C
PG
PF
SG
SG
PG
PF
PF
SF
SG
SG
C
SF
SG
PF
SG
PG
PG
PF
PF
PG
SF
PG
PG
SF
SF
PF
PG
SG
SG
PG
C
C
C
PG
C
SG
C
PG
PF
PG
PF
PF
SG
SF
SG
C
PF
PF
SG
PG
PF
PG
SG
SG
PG
PG
C
C
PF
PF
SG
SG
C
PF
SG
SG
PG
PG
C
SG
SF
C
SG
PF
PF
PG
PF
SF
PG
PG
C
SF
SG
SG
SG
C
PF
PG
PG
SG
PF
SG
SG
PF
SG
SG
PG
SG
SG
SF
PF
PF
C
C
PF
SF
PF
PG
C
PG
PG
SG
PF
PG
C
SF
SG
SF
PF
SG
SG
SF
PF
PG
C
PF
PG
SG
SG
PF
PF
C
PG
SG
SF
PG
C
C
PF
SF
C
SG
C
PF
C
PF
PF
C
SG
SG
PG
C
SF
SG
SF
SF
SG
PF
PG
SG
C
SG
SG
PG
C
C
PG
SG
SF
SG
C
C
SG
PF
C
C
SG
PG
C
SG
PG
C
SG
PG
C
C
SG
PG
SG
SF
PG
C
PG
SG
SF
C
SG
SG
PF
SF
SG
PF
SG
SG
SG
SG
SF
PG
PG
SF
SF
C
PF
PF
PG
PG
SF
SG
PG
SG
PG
C
SF
PG
PG
C
C
PF
PG
SG
SG
PG
C
PF
PG
PF
SF
C
PF
SG
C
C
C
SG
SF
PF
PG
PF
SG
SF
SF
PF
SF
PG
SF
C
C
PG
C
SF
C
C
SF
SG
SG
C
C
PG
PF
SG
SG
SF
PG
C
SG
SG
SF
C
SG
SF
PF
SF
PG
SF
PG
C
C
PG
SF
SF
PG
SG
SG
PF
SF
SG
PF
SG
PF
PF
PF
SF
SF
PG
SF
C
PG
C
SF
SG
SG
PG
SG
PF
PF
SF
PG
SF
SF
SF
PF
PF
SF
SG
SF
PF
PG
C
PG
SF
PG
C
PF
PG
PG
SG
C
PG
PG
C
SG
SF
PG
PG
C
SF
SG
PF
SF
SF
PG
PF
SG
SF
C
PF
PF
SG
SG
SF
PG
C
PG
SG
SG
C
C
SF
C
PF
SG
SG
SF
PG
SF
PF
SG
C
SF
SG
PF
PF
SF
PF
PF
PG
C
SG
PG
PG
SF
PF
SG
C
SG
PF
PF
SG
C
PG
SG
PF
PG
PF
C
PF
SG
C
SG
C
PG
PF
C
SF
PG
SF
PF
PG
PF
PG
PG
PG
PF
SG
PF
PF
SF
PF
SG
PG
C
SF
C
C
C
SF
SF
PG
C
SG
SG
C
C
SF
PG
C
SF
SF
C
SG
SF
SF
SF
SG
SF
SF
SF
SG
C
SF
PF
SF
SF
SF
SF
SG
SG
PG
SG
SF
SF
PF
PF
PF
SF
SG
SG
SF
SG
SF
PF
SF
PG
PF
PF
SG
PG
PG
C
PF
SG
SF
PG
PG
SF
SF
SG
C
SG
SG
PG
SG
PF
PG
PF
PF
C
PF
